Sipariş_Kodu,Blok_ID,Blok_Tipi,Tedarikçi_Firma,Teslimat_Yeri,Ağırlık_Ton,İstasyon,Uygulayıcı_Ekip,Planlanan_Adam_Saat,Gerçekleşen_Adam_Saat,Planlanan_Maliyet_USD,Gerçekleşen_Maliyet_USD,NDT_Sonucu,Planlanan_Başlangıç,Planlanan_Bitiş,Gerçekleşen_Başlangıç,Gerçekleşen_Bitiş,Gecikme_Süresi_Gün,Gecikme_Nedeni,Durum,Tamamlanma_Yüzdesi
NB-502 (Römorkör),BLK-149,Makine Dairesi,Erdemir,Kızak 2,145,Ön Montaj,Taşeron - Alfa,304,376,171680,175944,Geçti,2025-10-08,2025-10-24,2025-10-08,2025-11-01,8,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-149,Makine Dairesi,Erdemir,Kızak 2,145,Montaj,Taşeron - Omega,255,255,115275,115275,Geçti,2025-11-03,2025-11-18,2025-11-03,2025-11-18,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-149,Makine Dairesi,Erdemir,Kızak 2,145,Kaynak,Dahili Ekip,135,183,73080,76005,Geçti,2025-11-20,2025-11-29,2025-11-20,2025-12-02,3,Malzeme Eksikliği,Tamamlandı,100
NB-502 (Römorkör),BLK-149,Makine Dairesi,Erdemir,Kızak 2,145,Boyama,Taşeron - Beta,300,400,150800,159980,Muaf,2025-12-03,2025-12-23,2025-12-03,2026-01-02,10,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-149,Makine Dairesi,Erdemir,Kızak 2,145,Donatım,Taşeron - Alfa,140,320,127890,138114,Kaldı - Yeniden İşlem,2026-01-04,2026-01-18,2026-01-04,2026-01-30,12,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-150,Çift Dip (Double Bottom),Kardemir,Kızak 1,50,Kesim,Dahili Ekip,98,98,24500,24500,Muaf,2026-01-07,2026-01-14,2026-01-07,2026-01-14,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-150,Çift Dip (Double Bottom),Kardemir,Kızak 1,50,Ön Montaj,Dahili Ekip,224,308,42000,48293,Geçti,2026-01-16,2026-01-30,2026-01-16,2026-02-06,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-150,Çift Dip (Double Bottom),Kardemir,Kızak 1,50,Montaj,Dahili Ekip,374,374,65450,65450,Geçti,2026-02-07,2026-02-24,2026-02-07,2026-02-24,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-150,Çift Dip (Double Bottom),Kardemir,Kızak 1,50,Kaynak,Taşeron - Beta,171,171,30600,30600,Geçti,2026-02-25,2026-03-06,2026-02-25,2026-03-06,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-150,Çift Dip (Double Bottom),Kardemir,Kızak 1,50,Boyama,Dahili Ekip,260,260,64000,64000,Muaf,2026-03-07,2026-03-27,2026-03-07,2026-03-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-150,Çift Dip (Double Bottom),Kardemir,Kızak 1,50,Donatım,Taşeron - Alfa,216,216,61200,61200,Muaf,2026-03-28,2026-04-15,2026-03-28,2026-04-15,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-151,Çift Dip (Double Bottom),Kardemir,Kuru Havuz B,60,Kesim,Dahili Ekip,24,168,12060,22446,Geçti,2025-12-07,2025-12-10,2025-12-07,2025-12-19,9,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-151,Çift Dip (Double Bottom),Kardemir,Kuru Havuz B,60,Ön Montaj,Dahili Ekip,182,182,58500,58500,Geçti,2025-12-21,2026-01-03,2025-12-21,2026-01-03,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-151,Çift Dip (Double Bottom),Kardemir,Kuru Havuz B,60,Montaj,Taşeron - Alfa,299,299,60060,60060,Geçti,2026-01-05,2026-01-18,2026-01-05,2026-01-18,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-151,Çift Dip (Double Bottom),Kardemir,Kuru Havuz B,60,Kaynak,Taşeron - Beta,132,132,43200,43200,Geçti,2026-01-20,2026-02-01,2026-01-20,2026-02-01,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-151,Çift Dip (Double Bottom),Kardemir,Kuru Havuz B,60,Boyama,Taşeron - Omega,221,221,64260,64260,Muaf,2026-02-02,2026-02-19,2026-02-02,2026-02-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-151,Çift Dip (Double Bottom),Kardemir,Kuru Havuz B,60,Donatım,Taşeron - Alfa,260,260,64800,64800,Muaf,2026-02-21,2026-03-13,2026-02-21,2026-03-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-152,Tank,ThyssenKrupp,Açık Saha Donatım,84,Kesim,Taşeron - Beta,70,166,45276,53376,Geçti,2025-10-17,2025-10-24,2025-10-17,2025-11-05,12,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-152,Tank,ThyssenKrupp,Açık Saha Donatım,84,Ön Montaj,Taşeron - Alfa,152,152,100548,100548,Geçti,2025-11-06,2025-11-25,2025-11-06,2025-11-25,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-152,Tank,ThyssenKrupp,Açık Saha Donatım,84,Montaj,Dahili Ekip,480,506,109200,111694,Geçti,2025-11-26,2025-12-16,2025-11-26,2025-12-18,2,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-152,Tank,ThyssenKrupp,Açık Saha Donatım,84,Kaynak,Dahili Ekip,231,231,72996,72996,Geçti,2025-12-19,2025-12-30,2025-12-19,2025-12-30,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-152,Tank,ThyssenKrupp,Açık Saha Donatım,84,Boyama,Taşeron - Alfa,240,240,69888,69888,Muaf,2026-01-01,2026-01-17,2026-01-01,2026-01-17,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-152,Tank,ThyssenKrupp,Açık Saha Donatım,84,Donatım,Dahili Ekip,208,208,63336,63336,Muaf,2026-01-19,2026-02-01,2026-01-19,2026-02-01,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-153,Makine Dairesi,Erdemir,Kuru Havuz B,156,Kesim,Dahili Ekip,60,100,47580,49688,Geçti,2025-12-23,2025-12-28,2025-12-23,2026-01-01,4,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-153,Makine Dairesi,Erdemir,Kuru Havuz B,156,Ön Montaj,Taşeron - Alfa,144,184,164736,170456,Geçti,2026-01-03,2026-01-19,2026-01-03,2026-01-23,4,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-153,Makine Dairesi,Erdemir,Kuru Havuz B,156,Montaj,Taşeron - Alfa,104,104,143988,143988,Geçti,2026-01-24,2026-02-06,2026-01-24,2026-02-06,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-153,Makine Dairesi,Erdemir,Kuru Havuz B,156,Kaynak,Dahili Ekip,110,166,111540,117016,Geçti,2026-02-08,2026-02-19,2026-02-08,2026-02-23,4,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-153,Makine Dairesi,Erdemir,Kuru Havuz B,156,Boyama,Taşeron - Omega,360,456,154440,159018,Muaf,2026-02-24,2026-03-11,2026-02-24,2026-03-17,6,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-153,Makine Dairesi,Erdemir,Kuru Havuz B,156,Donatım,Taşeron - Beta,200,320,98280,106080,Geçti,2026-03-19,2026-03-29,2026-03-19,2026-04-10,12,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-154,Üst Bina,ThyssenKrupp,Kızak 1,112,Kesim,Taşeron - Beta,45,201,22512,38256,Geçti,2025-10-23,2025-10-26,2025-10-23,2025-11-07,12,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-154,Üst Bina,ThyssenKrupp,Kızak 1,112,Ön Montaj,Taşeron - Omega,216,216,131040,131040,Geçti,2025-11-09,2025-11-27,2025-11-09,2025-11-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-154,Üst Bina,ThyssenKrupp,Kızak 1,112,Montaj,Taşeron - Beta,320,320,127680,127680,Geçti,2025-11-28,2025-12-18,2025-11-28,2025-12-18,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-154,Üst Bina,ThyssenKrupp,Kızak 1,112,Kaynak,Taşeron - Beta,117,117,94640,94640,Geçti,2025-12-20,2026-01-02,2025-12-20,2026-01-02,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-154,Üst Bina,ThyssenKrupp,Kızak 1,112,Boyama,Taşeron - Alfa,110,110,87360,87360,Muaf,2026-01-03,2026-01-13,2026-01-03,2026-01-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-154,Üst Bina,ThyssenKrupp,Kızak 1,112,Donatım,Taşeron - Alfa,408,408,125664,125664,Muaf,2026-01-14,2026-01-31,2026-01-14,2026-01-31,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-155,Gövde,SSAB,Kızak 2,152,Kesim,Taşeron - Alfa,66,194,59280,64336,Geçti,2025-12-31,2026-01-06,2025-12-31,2026-01-14,8,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-155,Gövde,SSAB,Kızak 2,152,Ön Montaj,Dahili Ekip,144,144,218880,218880,Geçti,2026-01-16,2026-02-03,2026-01-16,2026-02-03,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-155,Gövde,SSAB,Kızak 2,152,Montaj,Taşeron - Alfa,380,380,216600,216600,Geçti,2026-02-05,2026-02-24,2026-02-05,2026-02-24,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-155,Gövde,SSAB,Kızak 2,152,Kaynak,Taşeron - Alfa,169,169,114608,114608,Geçti,2026-02-26,2026-03-11,2026-02-26,2026-03-11,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-155,Gövde,SSAB,Kızak 2,152,Boyama,Taşeron - Omega,169,169,152152,152152,Muaf,2026-03-12,2026-03-25,2026-03-12,2026-03-25,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-155,Gövde,SSAB,Kızak 2,152,Donatım,Dahili Ekip,231,336,105336,111223,Geçti,2026-03-27,2026-04-07,2026-03-27,2026-04-14,7,Malzeme Eksikliği,Tamamlandı,100
NB-502 (Römorkör),BLK-156,Makine Dairesi,SSAB,Kızak 1,114,Kesim,Dahili Ekip,60,60,38304,38304,Muaf,2025-11-20,2025-11-26,2025-11-20,2025-11-26,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-156,Makine Dairesi,SSAB,Kızak 1,114,Ön Montaj,Dahili Ekip,360,360,143640,143640,Geçti,2025-11-28,2025-12-18,2025-11-28,2025-12-18,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-156,Makine Dairesi,SSAB,Kızak 1,114,Montaj,Taşeron - Beta,286,440,108186,121606,Geçti,2025-12-19,2026-01-01,2025-12-19,2026-01-12,11,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-156,Makine Dairesi,SSAB,Kızak 1,114,Kaynak,Taşeron - Omega,192,264,88920,93024,Kaldı - Yeniden İşlem,2026-01-13,2026-01-25,2026-01-13,2026-02-02,8,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-156,Makine Dairesi,SSAB,Kızak 1,114,Boyama,Taşeron - Alfa,380,380,168948,168948,Muaf,2026-02-03,2026-02-22,2026-02-03,2026-02-22,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-156,Makine Dairesi,SSAB,Kızak 1,114,Donatım,Taşeron - Beta,308,348,95760,99710,Geçti,2026-02-23,2026-03-09,2026-02-23,2026-03-14,5,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-157,Makine Dairesi,SSAB,Açık Saha Donatım,178,Kesim,Taşeron - Omega,90,90,61410,61410,Muaf,2026-01-05,2026-01-10,2026-01-05,2026-01-10,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-157,Makine Dairesi,SSAB,Açık Saha Donatım,178,Ön Montaj,Taşeron - Beta,399,449,182628,186663,Geçti,2026-01-11,2026-01-30,2026-01-11,2026-02-04,5,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-157,Makine Dairesi,SSAB,Açık Saha Donatım,178,Montaj,Taşeron - Alfa,150,315,200250,213263,Geçti,2026-02-06,2026-02-21,2026-02-06,2026-03-04,11,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-157,Makine Dairesi,SSAB,Açık Saha Donatım,178,Kaynak,Dahili Ekip,140,140,144536,144536,Geçti,2026-03-05,2026-03-19,2026-03-05,2026-03-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-157,Makine Dairesi,SSAB,Açık Saha Donatım,178,Boyama,Taşeron - Alfa,330,410,194910,199930,Muaf,2026-03-21,2026-04-05,2026-03-21,2026-04-15,10,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-157,Makine Dairesi,SSAB,Açık Saha Donatım,178,Donatım,Taşeron - Beta,112,112,129584,129584,Bekliyor,2026-04-17,2026-05-01,2026-04-17,,0,Yok,Devam Ediyor,39
NB-504 (Askeri Gemi),BLK-158,Üst Bina,Kardemir,Kızak 2,69,Kesim,Taşeron - Beta,161,161,27531,27531,Muaf,2025-10-03,2025-10-10,2025-10-03,2025-10-10,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-158,Üst Bina,Kardemir,Kızak 2,69,Ön Montaj,Taşeron - Alfa,288,431,50508,64401,Geçti,2025-10-12,2025-10-24,2025-10-12,2025-11-04,11,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-158,Üst Bina,Kardemir,Kızak 2,69,Montaj,Taşeron - Omega,220,256,55200,57752,Geçti,2025-11-05,2025-11-15,2025-11-05,2025-11-19,4,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-158,Üst Bina,Kardemir,Kızak 2,69,Kaynak,Taşeron - Omega,140,140,66654,66654,Geçti,2025-11-20,2025-12-04,2025-11-20,2025-12-04,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-158,Üst Bina,Kardemir,Kızak 2,69,Boyama,Taşeron - Alfa,190,190,35190,35190,Muaf,2025-12-06,2025-12-16,2025-12-06,2025-12-16,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-158,Üst Bina,Kardemir,Kızak 2,69,Donatım,Dahili Ekip,180,180,62100,62100,Muaf,2025-12-18,2026-01-02,2025-12-18,2026-01-02,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-159,Tank,Erdemir,Kızak 2,126,Kesim,Taşeron - Alfa,45,45,29862,29862,Muaf,2025-10-10,2025-10-13,2025-10-10,2025-10-13,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-159,Tank,Erdemir,Kızak 2,126,Ön Montaj,Taşeron - Omega,368,368,102816,102816,Geçti,2025-10-15,2025-10-31,2025-10-15,2025-10-31,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-159,Tank,Erdemir,Kızak 2,126,Montaj,Dahili Ekip,240,240,75600,75600,Geçti,2025-11-02,2025-11-12,2025-11-02,2025-11-12,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-159,Tank,Erdemir,Kızak 2,126,Kaynak,Taşeron - Beta,198,198,72576,72576,Geçti,2025-11-13,2025-11-22,2025-11-13,2025-11-22,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-159,Tank,Erdemir,Kızak 2,126,Boyama,Dahili Ekip,190,190,150822,150822,Muaf,2025-11-23,2025-12-12,2025-11-23,2025-12-12,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-159,Tank,Erdemir,Kızak 2,126,Donatım,Taşeron - Alfa,128,128,149184,149184,Muaf,2025-12-14,2025-12-30,2025-12-14,2025-12-30,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-160,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,172,Kesim,Taşeron - Omega,126,216,89096,101696,Geçti,2025-11-23,2025-11-30,2025-11-23,2025-12-09,9,Malzeme Eksikliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-160,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,172,Ön Montaj,Dahili Ekip,130,130,152048,152048,Geçti,2025-12-10,2025-12-23,2025-12-10,2025-12-23,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-160,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,172,Montaj,Taşeron - Omega,224,240,144480,146828,Kaldı - Yeniden İşlem,2025-12-24,2026-01-07,2025-12-24,2026-01-09,2,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-160,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,172,Kaynak,Taşeron - Alfa,216,348,80496,97548,Kaldı - Yeniden İşlem,2026-01-10,2026-01-19,2026-01-10,2026-01-31,12,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-160,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,172,Boyama,Taşeron - Alfa,357,381,172516,175210,Muaf,2026-02-02,2026-02-19,2026-02-02,2026-02-22,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-160,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,172,Donatım,Taşeron - Omega,266,266,199348,199348,Muaf,2026-02-23,2026-03-14,2026-02-23,2026-03-14,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-161,Makine Dairesi,ThyssenKrupp,Kızak 1,64,Kesim,Taşeron - Beta,161,231,25536,32461,Geçti,2026-01-06,2026-01-13,2026-01-06,2026-01-18,5,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-161,Makine Dairesi,ThyssenKrupp,Kızak 1,64,Ön Montaj,Taşeron - Alfa,182,182,46592,46592,Geçti,2026-01-20,2026-02-02,2026-01-20,2026-02-02,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-161,Makine Dairesi,ThyssenKrupp,Kızak 1,64,Montaj,Taşeron - Omega,221,221,81600,81600,Geçti,2026-02-03,2026-02-20,2026-02-03,2026-02-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-161,Makine Dairesi,ThyssenKrupp,Kızak 1,64,Kaynak,Dahili Ekip,104,104,47424,47424,Geçti,2026-02-22,2026-03-07,2026-02-22,2026-03-07,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-161,Makine Dairesi,ThyssenKrupp,Kızak 1,64,Boyama,Dahili Ekip,260,260,47424,47424,Muaf,2026-03-08,2026-03-21,2026-03-08,2026-03-21,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-161,Makine Dairesi,ThyssenKrupp,Kızak 1,64,Donatım,Taşeron - Omega,160,277,73728,85662,Geçti,2026-03-22,2026-04-07,2026-03-22,2026-04-16,9,Malzeme Eksikliği,Tamamlandı,100
NB-503 (Kuru Yük),BLK-162,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,171,Kesim,Taşeron - Alfa,77,77,70623,70623,Muaf,2025-10-24,2025-10-31,2025-10-24,2025-10-31,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-162,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,171,Ön Montaj,Taşeron - Alfa,255,255,176985,176985,Geçti,2025-11-02,2025-11-17,2025-11-02,2025-11-17,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-162,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,171,Montaj,Taşeron - Beta,170,170,136800,136800,Geçti,2025-11-18,2025-11-28,2025-11-18,2025-11-28,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-162,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,171,Kaynak,Taşeron - Omega,160,160,76608,76608,Geçti,2025-11-29,2025-12-07,2025-11-29,2025-12-07,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-162,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,171,Boyama,Taşeron - Alfa,374,374,220932,220932,Muaf,2025-12-09,2025-12-26,2025-12-09,2025-12-26,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-162,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,171,Donatım,Dahili Ekip,162,162,206226,206226,Muaf,2025-12-28,2026-01-15,2025-12-28,2026-01-15,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-163,Tank,ThyssenKrupp,Kızak 1,156,Kesim,Taşeron - Alfa,48,48,33696,33696,Muaf,2025-10-20,2025-10-24,2025-10-20,2025-10-24,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-163,Tank,ThyssenKrupp,Kızak 1,156,Ön Montaj,Taşeron - Beta,220,220,118560,118560,Geçti,2025-10-26,2025-11-05,2025-10-26,2025-11-05,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-163,Tank,ThyssenKrupp,Kızak 1,156,Montaj,Taşeron - Omega,196,196,122304,122304,Geçti,2025-11-07,2025-11-21,2025-11-07,2025-11-21,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-163,Tank,ThyssenKrupp,Kızak 1,156,Kaynak,Taşeron - Beta,210,210,139776,139776,Geçti,2025-11-22,2025-12-06,2025-11-22,2025-12-06,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-163,Tank,ThyssenKrupp,Kızak 1,156,Boyama,Taşeron - Omega,112,112,133224,133224,Muaf,2025-12-08,2025-12-22,2025-12-08,2025-12-22,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-163,Tank,ThyssenKrupp,Kızak 1,156,Donatım,Taşeron - Alfa,140,140,109200,109200,Muaf,2025-12-24,2026-01-07,2025-12-24,2026-01-07,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-164,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,64,Kesim,Taşeron - Beta,76,76,18688,18688,Muaf,2025-10-09,2025-10-13,2025-10-09,2025-10-13,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-164,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,64,Ön Montaj,Taşeron - Alfa,143,241,56320,60653,Geçti,2025-10-15,2025-10-26,2025-10-15,2025-11-02,7,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-164,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,64,Montaj,Taşeron - Beta,221,281,53248,60436,Geçti,2025-11-04,2025-11-17,2025-11-04,2025-11-23,6,Hava Muhalefeti,Tamamlandı,100
NB-503 (Kuru Yük),BLK-164,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,64,Kaynak,Dahili Ekip,210,254,62720,65052,Geçti,2025-11-25,2025-12-09,2025-11-25,2025-12-13,4,Ekipman/Vinç Arızası,Tamamlandı,100
NB-503 (Kuru Yük),BLK-164,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,64,Boyama,Taşeron - Alfa,190,288,63232,72283,Muaf,2025-12-14,2026-01-02,2025-12-14,2026-01-09,7,Kalite Reddi (NDT),Tamamlandı,100
NB-503 (Kuru Yük),BLK-164,Makine Dairesi,ThyssenKrupp,Açık Saha Donatım,64,Donatım,Dahili Ekip,117,117,61568,61568,Muaf,2026-01-11,2026-01-24,2026-01-11,2026-01-24,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-165,Tank,Erdemir,Kuru Havuz A,120,Kesim,Taşeron - Beta,60,60,24840,24840,Muaf,2026-01-09,2026-01-12,2026-01-09,2026-01-12,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-165,Tank,Erdemir,Kuru Havuz A,120,Ön Montaj,Taşeron - Beta,132,172,112320,119125,Geçti,2026-01-14,2026-01-26,2026-01-14,2026-01-31,5,Malzeme Eksikliği,Tamamlandı,100
NB-502 (Römorkör),BLK-165,Tank,Erdemir,Kuru Havuz A,120,Montaj,Taşeron - Alfa,104,104,79560,79560,Geçti,2026-02-01,2026-02-14,2026-02-01,2026-02-14,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-165,Tank,Erdemir,Kuru Havuz A,120,Kaynak,Taşeron - Beta,196,271,134400,139160,Kaldı - Yeniden İşlem,2026-02-16,2026-03-02,2026-02-16,2026-03-07,5,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-165,Tank,Erdemir,Kuru Havuz A,120,Boyama,Taşeron - Alfa,272,360,108120,116792,Muaf,2026-03-08,2026-03-25,2026-03-08,2026-04-02,8,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-165,Tank,Erdemir,Kuru Havuz A,120,Donatım,Taşeron - Beta,460,460,124800,124800,Bekliyor,2026-04-03,2026-04-23,2026-04-03,,0,Yok,Devam Ediyor,77
NB-501 (Kimyasal Tanker),BLK-166,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kızak 1,104,Kesim,Taşeron - Beta,120,120,49920,49920,Muaf,2025-10-16,2025-10-22,2025-10-16,2025-10-22,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-166,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kızak 1,104,Ön Montaj,Dahili Ekip,190,190,122512,122512,Geçti,2025-10-23,2025-11-11,2025-10-23,2025-11-11,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-166,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kızak 1,104,Montaj,Dahili Ekip,126,126,116480,116480,Geçti,2025-11-12,2025-11-26,2025-11-12,2025-11-26,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-166,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kızak 1,104,Kaynak,Taşeron - Omega,228,228,87360,87360,Geçti,2025-11-28,2025-12-10,2025-11-28,2025-12-10,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-166,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kızak 1,104,Boyama,Dahili Ekip,117,177,106808,110456,Muaf,2025-12-12,2025-12-25,2025-12-12,2025-12-31,6,Hava Muhalefeti,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-166,Makine Dairesi,Yerel Tedarikçi A.Ş.,Kızak 1,104,Donatım,Taşeron - Alfa,378,378,127296,127296,Muaf,2026-01-01,2026-01-19,2026-01-01,2026-01-19,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-167,Üst Bina,SSAB,Açık Saha Donatım,79,Kesim,Taşeron - Omega,168,168,34839,34839,Muaf,2026-01-04,2026-01-11,2026-01-04,2026-01-11,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-167,Üst Bina,SSAB,Açık Saha Donatım,79,Ön Montaj,Taşeron - Beta,306,306,92430,92430,Geçti,2026-01-13,2026-01-31,2026-01-13,2026-01-31,0,Yok,Tamamlandı,100
